Date,ID,Net Kwh,DailyGenerations,EnphaseNetKwh,,EnphaseNetKwh,,,
10/30/2019,1521,12966,8,13109,143,13.1,13.11,,
10/31/2019,1522,12974,8,13117,143,13.1,13.12,,
11/1/2019,1523,12981,7,13124,143,13.1,13.12,,
11/2/2019,1524,12989,8,13132,143,13.1,13.13,,
11/3/2019,1525,12996,7,13139,143,13.1,13.14,,
11/4/2019,1526,13003,7,13146,143,13.2,13.15,,
11/5/2019,1527,13011,8,13154,143,13.2,13.15,,
11/6/2019,1528,13018,7,13161,143,13.2,13.16,,
11/7/2019,1529,13024,6,13167,143,13.2,13.17,,
11/8/2019,1530,13031,7,13174,143,13.2,13.17,,
11/9/2019,1531,13038,7,13181,143,13.2,13.18,,
11/10/2019,1532,13045,7,13188,143,13.2,13.19,,
11/11/2019,1533,13050,5,13193,143,13.2,13.19,,
11/12/2019,1534,13055,5,13198,143,13.2,13.2,,
11/13/2019,1535,13060,5,13203,143,13.2,13.2,,
11/14/2019,1536,13061,1,13204,143,13.2,13.2,,
11/15/2019,1537,13068,7,13211,143,13.2,13.21,,
11/16/2019,1538,13074,6,13217,143,13.2,13.22,,
11/17/2019,1539,13080,6,13223,143,13.2,13.22,,
11/18/2019,1540,13087,7,13230,143,13.2,13.23,,
11/19/2019,1541,13093,6,13236,143,13.2,13.24,,
11/20/2019,1542,13099,6,13242,143,13.2,13.24,,
11/21/2019,1543,13105,6,13248,143,13.3,13.25,,
11/22/2019,1544,13111,6,13254,143,13.3,13.25,,
11/23/2019,1545,13117,6,13260,143,13.3,13.26,,
11/24/2019,1546,13123,6,13266,143,13.3,13.27,,
11/25/2019,1547,13130,7,13273,143,13.3,13.27,,
11/26/2019,1548,13131,1,13274,143,13.3,13.27,,
11/27/2019,1549,13134,3,13277,143,13.3,13.28,,
11/28/2019,1550,13140,6,13283,143,13.3,13.28,,
11/29/2019,1551,13145,5,13288,143,13.3,13.29,,
11/30/2019,1552,13146,1,13289,143,13.3,13.29,,
12/1/2019,1553,13146,0,13289,143,13.3,13.29,,
12/2/2019,1554,13147,1,13290,143,13.3,13.29,,
12/3/2019,1555,13149,2,13292,143,13.3,13.29,,
12/4/2019,1556,13151,2,13294,143,13.3,13.29,,
12/5/2019,1557,13153,2,13296,143,13.3,13.3,,
12/6/2019,1558,13155,2,13298,143,13.3,13.3,,
12/7/2019,1559,13156,1,13299,143,13.3,13.3,,
12/8/2019,1560,13160,4,13303,143,13.3,13.3,,
12/9/2019,1561,13162,2,13305,143,13.3,13.31,,
12/10/2019,1562,13167,5,13310,143,13.3,13.31,,
12/11/2019,1563,13168,1,13311,143,13.3,13.31,,
12/12/2019,1564,13169,1,13312,143,13.3,13.31,,
12/13/2019,1565,13170,1,13313,143,13.3,13.31,,
12/14/2019,1566,13176,6,13319,143,13.3,13.32,,
12/15/2019,1567,13182,6,13325,143,13.3,13.33,,
12/16/2019,1568,13188,6,13331,143,13.3,13.33,,
12/17/2019,1569,13191,3,13334,143,13.3,13.33,,
12/18/2019,1570,13193,2,13336,143,13.3,13.34,,
12/19/2019,1571,13197,4,13340,143,13.3,13.34,,
12/20/2019,1572,13201,4,13344,143,13.3,13.34,,
12/21/2019,1573,13203,2,13346,143,13.3,13.35,,
12/22/2019,1574,13205,2,13348,143,13.3,13.35,,
12/23/2019,1575,13211,6,13354,143,13.3,13.35,,
12/24/2019,1576,13214,3,13357,143,13.3,13.36,,
12/25/2019,1577,13216,2,13359,143,13.4,13.36,,
12/26/2019,1578,13222,6,13365,143,13.4,13.37,,
12/27/2019,1579,13228,6,13371,143,13.4,13.37,,
12/28/2019,1580,13234,6,13377,143,13.4,13.38,,
12/29/2019,1581,13235,1,13378,143,13.4,13.38,,
12/30/2019,1582,13241,6,13384,143,13.4,13.38,,
12/31/2019,1583,13247,6,13390,143,13.4,13.39,,
1/1/2020,1584,13250,3,13393,143,13.4,13.39,,
1/2/2020,1585,13257,7,13400,143,13.4,13.4,,
1/3/2020,1586,13262,5,13405,143,13.4,13.41,,
1/4/2020,1587,13266,4,13409,143,13.4,13.41,,
1/5/2020,1588,13273,7,13416,143,13.4,13.42,,
1/6/2020,1589,13279,6,13422,143,13.4,13.42,,
1/7/2020,1590,13285,6,13428,143,13.4,13.43,,
1/8/2020,1591,13288,3,13431,143,13.4,13.43,,
1/9/2020,1592,13292,4,13435,143,13.4,13.44,,
1/10/2020,1593,13299,7,13442,143,13.4,13.44,,
1/11/2020,1594,13306,7,13449,143,13.4,13.45,,
1/12/2020,1595,13311,5,13454,143,13.5,13.45,,
1/13/2020,1596,13315,4,13458,143,13.5,13.46,,
1/14/2020,1597,13321,6,13464,143,13.5,13.46,,
1/15/2020,1598,13325,4,13468,143,13.5,13.47,,
1/16/2020,1599,13326,1,13469,143,13.5,13.47,,
1/17/2020,1600,13332,6,13475,143,13.5,13.48,,
1/18/2020,1601,13338,6,13481,143,13.5,13.48,,
1/19/2020,1602,13341,3,13484,143,13.5,13.48,,
1/20/2020,1603,13344,3,13487,143,13.5,13.49,,
1/21/2020,1604,13345,1,13488,143,13.5,13.49,,
1/22/2020,1605,13352,7,13495,143,13.5,13.5,,
1/23/2020,1606,13355,3,13498,143,13.5,13.5,,
1/24/2020,1607,13361,6,13504,143,13.5,13.5,,
1/25/2020,1608,13366,5,13509,143,13.5,13.51,,
1/26/2020,1609,13373,7,13516,143,13.5,13.52,,
1/27/2020,1610,13378,5,13521,143,13.5,13.52,,
1/28/2020,1611,13381,3,13524,143,13.5,13.52,,
1/29/2020,1612,13387,6,13530,143,13.5,13.53,,
1/30/2020,1613,13393,6,13536,143,13.5,13.54,,
1/31/2020,1614,13399,6,13542,143,13.5,13.54,,
2/1/2020,1615,13407,8,13550,143,13.6,13.55,,
2/2/2020,1616,13415,8,13558,143,13.6,13.56,,
2/3/2020,1617,13423,8,13566,143,13.6,13.57,,
2/4/2020,1618,13431,8,13574,143,13.6,13.57,,
2/5/2020,1619,13439,8,13582,143,13.6,13.58,,
2/6/2020,1620,13447,8,13590,143,13.6,13.59,,
2/7/2020,1621,13455,8,13598,143,13.6,13.6,,
2/8/2020,1622,13463,8,13606,143,13.6,13.61,,
2/9/2020,1623,13472,9,13615,143,13.6,13.62,,
2/10/2020,1624,13480,8,13623,143,13.6,13.62,,
2/11/2020,1625,13488,8,13631,143,13.6,13.63,,
2/12/2020,1626,13496,8,13639,143,13.6,13.64,,
2/13/2020,1627,13501,5,13644,143,13.6,13.64,,
2/14/2020,1628,13509,8,13652,143,13.6,13.65,,
2/15/2020,1629,13517,8,13660,143,13.7,13.66,,
2/16/2020,1630,13525,8,13668,143,13.7,13.67,,
2/17/2020,1631,13533,8,13676,143,13.7,13.68,,
2/18/2020,1632,13542,9,13685,143,13.7,13.69,,
2/19/2020,1633,13550,8,13693,143,13.7,13.69,,
2/20/2020,1634,13558,8,13701,143,13.7,13.7,,
2/21/2020,1635,13565,7,13708,143,13.7,13.71,,
2/22/2020,1636,13572,7,13715,143,13.7,13.72,,
2/23/2020,1637,13581,9,13724,143,13.7,13.72,,
2/24/2020,1638,13590,9,13733,143,13.7,13.73,,
2/25/2020,1639,13599,9,13742,143,13.7,13.74,,
2/26/2020,1640,13608,9,13751,143,13.7,13.75,,
2/27/2020,1641,13616,8,13759,143,13.7,13.76,,
2/28/2020,1642,13623,7,13766,143,13.7,13.77,,
2/29/2020,1643,13632,9,13775,143,13.8,13.78,,
3/1/2020,1644,13637,5,13780,143,13.8,13.78,,
3/2/2020,1645,13647,10,13790,143,13.8,13.79,,
3/3/2020,1646,13656,9,13799,143,13.8,13.8,,
3/4/2020,1647,13665,9,13808,143,13.8,13.81,,
3/5/2020,1648,13673,8,13816,143,13.8,13.82,,
3/6/2020,1649,13678,5,13821,143,13.8,13.82,,
3/7/2020,1650,13683,5,13826,143,13.8,13.83,,
3/8/2020,1651,13689,6,13832,143,13.8,13.83,,
3/9/2020,1652,13697,8,13840,143,13.8,13.84,,
3/10/2020,1653,13704,7,13847,143,13.9,13.85,,
3/11/2020,1654,13714,10,13857,143,13.9,13.86,,
3/12/2020,1655,13724,10,13867,143,13.9,13.87,,
3/13/2020,1656,13734,10,13877,143,13.9,13.88,,
3/14/2020,1657,13736,2,13879,143,13.9,13.88,,
3/15/2020,1658,13739,3,13882,143,13.9,13.88,,
3/16/2020,1659,13747,8,13890,143,13.9,13.89,,
3/17/2020,1660,13755,8,13898,143,13.9,13.9,,
3/18/2020,1661,13761,6,13904,143,13.9,13.9,,
3/19/2020,1662,13767,6,13910,143,13.9,13.91,,
3/20/2020,1663,13773,6,13916,143,13.9,13.92,,
3/21/2020,1664,13779,6,13922,143,13.9,13.92,,
3/22/2020,1665,13786,7,13929,143,13.9,13.93,,
3/23/2020,1666,13789,3,13932,143,13.9,13.93,,
3/24/2020,1667,13793,4,13936,143,13.9,13.94,,
3/25/2020,1668,13803,10,13946,143,14,13.95,,
3/26/2020,1669,13812,9,13955,143,14,13.96,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
