Date,ID,Net Kwh,DailyGenerations
9/1/2015,1,12,12
9/2/2015,2,24,12
9/3/2015,3,35,11
9/4/2015,4,46,11
9/5/2015,5,58,12
9/6/2015,6,70,12
9/7/2015,7,82,12
9/8/2015,8,94,12
9/9/2015,9,105,11
9/10/2015,10,115,10
9/11/2015,11,126,11
9/12/2015,12,131,5
9/13/2015,13,140,9
9/14/2015,14,145,5
9/15/2015,15,155,10
9/16/2015,16,161,6
9/17/2015,17,172,11
9/18/2015,18,183,11
9/19/2015,19,195,12
9/20/2015,20,206,11
9/21/2015,21,217,11
9/22/2015,22,224,7
9/23/2015,23,236,12
9/24/2015,24,244,8
9/25/2015,25,255,11
9/26/2015,26,266,11
9/27/2015,27,274,8
9/28/2015,28,284,10
9/29/2015,29,292,8
9/30/2015,30,294,2
10/1/2015,31,303,9
10/2/2015,32,314,11
10/3/2015,33,325,11
10/4/2015,34,335,10
10/5/2015,35,345,10
10/6/2015,36,355,10
10/7/2015,37,365,10
10/8/2015,38,374,9
10/9/2015,39,384,10
10/10/2015,40,393,9
10/11/2015,41,403,10
10/12/2015,42,412,9
10/13/2015,43,421,9
10/14/2015,44,430,9
10/15/2015,45,435,5
10/16/2015,46,444,9
10/17/2015,47,448,4
10/18/2015,48,457,9
10/19/2015,49,466,9
10/20/2015,50,475,9
10/21/2015,51,484,9
10/22/2015,52,493,9
10/23/2015,53,499,6
10/24/2015,54,506,7
10/25/2015,55,515,9
10/26/2015,56,523,8
10/27/2015,57,525,2
10/28/2015,58,533,8
10/29/2015,59,542,9
10/30/2015,60,550,8
10/31/2015,61,558,8
11/1/2015,62,562,4
11/2/2015,63,571,6
11/3/2015,64,579,8
11/4/2015,65,588,9
11/5/2015,66,595,7
11/6/2015,67,603,8
11/7/2015,68,611,8
11/8/2015,69,615,4
11/9/2015,70,619,4
11/10/2015,71,627,8
11/11/2015,72,635,8
11/12/2015,73,643,8
11/13/2015,74,650,7
11/14/2015,75,658,8
11/15/2015,76,665,7
11/16/2015,77,673,8
11/17/2015,78,680,7
11/18/2015,79,687,7
11/19/2015,80,694,7
11/20/2015,81,701,7
11/21/2015,82,707,6
11/22/2015,83,713,6
11/23/2015,84,715,2
11/24/2015,85,720,5
11/25/2015,86,727,7
11/26/2015,87,735,8
11/27/2015,88,742,7
11/28/2015,89,750,8
11/29/2015,90,757,7
11/30/2015,91,759,2
12/1/2015,92,766,7
12/2/2015,93,770,4
12/3/2015,94,771,1
12/4/2015,95,778,7
12/5/2015,96,781,3
12/6/2015,97,783,2
12/7/2015,98,786,3
12/8/2015,99,788,2
12/9/2015,100,790,2
12/10/2015,101,795,5
12/11/2015,102,801,6
12/12/2015,103,806,5
12/13/2015,104,809,3
12/14/2015,105,816,7
12/15/2015,106,823,7
12/16/2015,107,830,7
12/17/2015,108,834,4
12/18/2015,109,836,2
12/19/2015,110,842,6
12/20/2015,111,844,2
12/21/2015,112,844,0
12/22/2015,113,847,3
12/23/2015,114,854,7
12/24/2015,115,857,3
12/25/2015,116,864,7
12/26/2015,117,871,7
12/27/2015,118,875,4
12/28/2015,119,879,4
12/29/2015,120,886,7
12/30/2015,121,888,2
12/31/2015,122,895,7
1/1/2016,123,902,7
1/2/2016,124,905,3
1/3/2016,125,908,3
1/4/2016,126,911,3
1/5/2016,127,913,2
1/6/2016,128,915,2
1/7/2016,129,921,6
1/8/2016,130,924,3
1/9/2016,131,925,1
1/10/2016,132,928,3
1/11/2016,133,932,4
1/12/2016,134,936,4
1/13/2016,135,942,6
1/14/2016,136,944,2
1/15/2016,137,950,6
1/16/2016,138,952,2
1/17/2016,139,952,0
1/18/2016,140,955,3
1/19/2016,141,958,3
1/20/2016,142,964,6
1/21/2016,143,968,4
1/22/2016,144,969,1
1/23/2016,145,975,6
1/24/2016,146,982,7
1/25/2016,147,987,5
1/26/2016,148,994,7
1/27/2016,149,1002,8
1/28/2016,150,1005,3
1/29/2016,151,1006,1
1/30/2016,152,1012,6
1/31/2016,153,1021,9
2/1/2016,154,1030,9
2/2/2016,155,1036,6
2/3/2016,156,1041,5
2/4/2016,157,1048,7
2/5/2016,158,1056,8
2/6/2016,159,1063,7
2/7/2016,160,1072,9
2/8/2016,161,1081,9
2/9/2016,162,1087,6
2/10/2016,163,1095,8
2/11/2016,164,1102,7
2/12/2016,165,1110,8
2/13/2016,166,1119,9
2/14/2016,167,1127,8
2/15/2016,168,1135,9
2/16/2016,169,1144,9
2/17/2016,170,1148,4
2/18/2016,171,1156,8
2/19/2016,172,1159,3
2/20/2016,173,1168,9
2/21/2016,174,1178,10
2/22/2016,175,1187,9
2/23/2016,176,1196,9
2/24/2016,177,1206,10
2/25/2016,178,1215,9
2/26/2016,179,1224,9
2/27/2016,180,1233,9
2/28/2016,181,1239,6
2/29/2016,182,1249,10
3/1/2016,183,1259,10
3/2/2016,184,1267,8
3/3/2016,185,1270,3
3/4/2016,186,1271,1
3/5/2016,187,1273,2
3/6/2016,188,1278,5
3/7/2016,189,1284,6
3/8/2016,190,1289,5
3/9/2016,191,1292,3
3/10/2016,192,1293,1
3/11/2016,193,1297,4
3/12/2016,194,1300,3
3/13/2016,195,1301,1
3/14/2016,196,1311,10
3/15/2016,197,1322,11
3/16/2016,198,1333,11
3/17/2016,199,1344,11
3/18/2016,200,1354,10
3/19/2016,201,1363,9
3/20/2016,202,1367,4
3/21/2016,203,1371,4
3/22/2016,204,1382,11
3/23/2016,205,1393,11
3/24/2016,206,1405,12
3/25/2016,207,1417,12
3/26/2016,208,1428,11
3/27/2016,209,1438,10
3/28/2016,210,1449,11
3/29/2016,211,1461,12
3/30/2016,212,1473,12
3/31/2016,213,1485,12
4/1/2016,214,1496,11
4/2/2016,215,1508,12
4/3/2016,216,1519,11
4/4/2016,217,1531,12
4/5/2016,218,1543,12
4/6/2016,219,1554,11
4/7/2016,220,1563,9
4/8/2016,221,1567,4
4/9/2016,222,1570,3
4/10/2016,223,1574,4
4/11/2016,224,1583,9
4/12/2016,225,1593,10
4/13/2016,226,1605,12
4/14/2016,227,1617,12
4/15/2016,228,1630,13
4/16/2016,229,1643,13
4/17/2016,230,1655,12
4/18/2016,231,1667,12
4/19/2016,232,1675,8
4/20/2016,233,1687,12
4/21/2016,234,1696,9
4/22/2016,235,1704,8
4/23/2016,236,1716,12
4/24/2016,237,1729,13
4/25/2016,238,1742,13
4/26/2016,239,1754,12
4/27/2016,240,1762,8
4/28/2016,241,1775,13
4/29/2016,242,1788,13
4/30/2016,243,1801,13
5/1/2016,244,1813,12
5/2/2016,245,1826,13
5/3/2016,246,1835,9
5/4/2016,247,1845,10
5/5/2016,248,1852,7
5/6/2016,249,1854,2
5/7/2016,250,1857,3
5/8/2016,251,1867,10
5/9/2016,252,1879,12
5/10/2016,253,1892,13
5/11/2016,254,1906,14
5/12/2016,255,1919,13
5/13/2016,256,1932,13
5/14/2016,257,1943,11
5/15/2016,258,1956,13
5/16/2016,259,1970,14
5/17/2016,260,1982,12
5/18/2016,261,1995,13
5/19/2016,262,2007,12
5/20/2016,263,2019,12
5/21/2016,264,2030,11
5/22/2016,265,2039,9
5/23/2016,266,2051,12
5/24/2016,267,2057,6
5/25/2016,268,2065,8
5/26/2016,269,2079,14
5/27/2016,270,2092,13
5/28/2016,271,2104,12
5/29/2016,272,2117,13
5/30/2016,273,2130,13
5/31/2016,274,2143,13
6/1/2016,275,2157,14
6/2/2016,276,2170,13
6/3/2016,277,2183,13
6/4/2016,278,2193,10
6/5/2016,279,2207,14
6/6/2016,280,2220,13
6/7/2016,281,2231,11
6/8/2016,282,2243,12
6/9/2016,283,2252,9
6/10/2016,284,2263,11
6/11/2016,285,2275,12
6/12/2016,286,2288,13
6/13/2016,287,2303,15
6/14/2016,288,2315,12
6/15/2016,289,2328,13
6/16/2016,290,2341,13
6/17/2016,291,2348,7
6/18/2016,292,2361,13
6/19/2016,293,2373,12
6/20/2016,294,2385,12
6/21/2016,295,2398,13
6/22/2016,296,2412,14
6/23/2016,297,2424,12
6/24/2016,298,2438,14
6/25/2016,299,2451,13
6/26/2016,300,2463,12
6/27/2016,301,2475,12
6/28/2016,302,2488,13
6/29/2016,303,2501,13
6/30/2016,304,2514,13
7/1/2016,305,2527,13
7/2/2016,306,2539,12
7/3/2016,307,2553,14
7/4/2016,308,2566,13
7/5/2016,309,2578,12
7/6/2016,310,2588,10
7/7/2016,311,2594,6
7/8/2016,312,2607,13
7/9/2016,313,2620,13
7/10/2016,314,2633,13
7/11/2016,315,2646,13
7/12/2016,316,2659,13
7/13/2016,317,2672,13
7/14/2016,318,2685,13
7/15/2016,319,2698,13
7/16/2016,320,2711,13
7/17/2016,321,2721,10
7/18/2016,322,2732,11
7/19/2016,323,2744,12
7/20/2016,324,2757,13
7/21/2016,325,2770,13
7/22/2016,326,2783,13
7/23/2016,327,2795,12
7/24/2016,328,2808,13
7/25/2016,329,2821,13
7/26/2016,330,2833,12
7/27/2016,331,2845,12
7/28/2016,332,2857,12
7/29/2016,333,2869,12
7/30/2016,334,2882,13
7/31/2016,335,2895,13
8/1/2016,336,2908,13
8/2/2016,337,2921,13
8/3/2016,338,2933,12
8/4/2016,339,2939,6
8/5/2016,340,2950,11
8/6/2016,341,2961,11
8/7/2016,342,2974,13
8/8/2016,343,2987,13
8/9/2016,344,2999,12
8/10/2016,345,3012,13
8/11/2016,346,3024,12
8/12/2016,347,3036,12
8/13/2016,348,3048,12
8/14/2016,349,3060,12
8/15/2016,350,3072,12
8/16/2016,351,3084,12
8/17/2016,352,3096,12
8/18/2016,353,3107,11
8/19/2016,354,3119,12
8/20/2016,355,3130,11
8/21/2016,356,3140,10
8/22/2016,357,3150,10
8/23/2016,358,3161,11
8/24/2016,359,3172,11
8/25/2016,360,3182,10
8/26/2016,361,3193,11
8/27/2016,362,3204,11
8/28/2016,363,3215,11
8/29/2016,364,3226,11
8/30/2016,365,3238,12
8/31/2016,366,3249,11
9/1/2016,367,3256,7
9/2/2016,368,3267,11
9/3/2016,369,3274,7
9/4/2016,370,3285,11
9/5/2016,371,3296,11
9/6/2016,372,3306,10
9/7/2016,373,3317,11
9/8/2016,374,3328,11
9/9/2016,375,3338,10
9/10/2016,376,3349,11
9/11/2016,377,3359,10
9/12/2016,378,3365,6
9/13/2016,379,3375,10
9/14/2016,380,3385,10
9/15/2016,381,3397,12
9/16/2016,382,3407,10
9/17/2016,383,3418,11
9/18/2016,384,3428,10
9/19/2016,385,3437,9
9/20/2016,386,3447,10
9/21/2016,387,3458,11
9/22/2016,388,3468,10
9/23/2016,389,3478,10
9/24/2016,390,3488,10
9/25/2016,391,3497,9
9/26/2016,392,3507,10
9/27/2016,393,3517,10
9/28/2016,394,3527,10
9/29/2016,395,3536,9
9/30/2016,396,3545,9
10/1/2016,397,3555,10
10/2/2016,398,3564,9
10/3/2016,399,3567,3
10/4/2016,400,3576,9
10/5/2016,401,3586,10
10/6/2016,402,3595,9
10/7/2016,403,3605,10
10/8/2016,404,3614,9
10/9/2016,405,3624,10
10/10/2016,406,3633,9
10/11/2016,407,3641,8
10/12/2016,408,3648,7
10/13/2016,409,3655,7
10/14/2016,410,3656,1
10/15/2016,411,3660,4
10/16/2016,412,3662,2
10/17/2016,413,3671,9
10/18/2016,414,3680,9
10/19/2016,415,3689,9
10/20/2016,416,3698,9
10/21/2016,417,3707,9
10/22/2016,418,3714,7
10/23/2016,419,3723,9
10/24/2016,420,3725,2
10/25/2016,421,3727,2
10/26/2016,422,3736,9
10/27/2016,423,3737,1
10/28/2016,424,3741,4
10/29/2016,425,3749,8
10/30/2016,426,3754,5
10/31/2016,427,3759,5
11/1/2016,428,3767,8
11/2/2016,429,3775,8
11/3/2016,430,3783,8
11/4/2016,431,3791,8
11/5/2016,432,3798,7
11/6/2016,433,3802,4
11/7/2016,434,3807,5
11/8/2016,435,3814,7
11/9/2016,436,3822,8
11/10/2016,437,3828,6
11/11/2016,438,3832,4
11/12/2016,439,3839,7
11/13/2016,440,3846,7
11/14/2016,441,3852,6
11/15/2016,442,3853,1
11/16/2016,443,3861,8
11/17/2016,444,3868,7
11/18/2016,445,3875,7
11/19/2016,446,3876,1
11/20/2016,447,3878,2
11/21/2016,448,3884,6
11/22/2016,449,3889,5
11/23/2016,450,3895,6
11/24/2016,451,3901,6
11/25/2016,452,3905,4
11/26/2016,453,3911,6
11/27/2016,454,3913,2
11/28/2016,455,3918,5
11/29/2016,456,3925,7
11/30/2016,457,3927,2
12/1/2016,458,3934,7
12/2/2016,459,3941,7
12/3/2016,460,3947,6
12/4/2016,461,3952,5
12/5/2016,462,3954,2
12/6/2016,463,3959,5
12/7/2016,464,3961,2
12/8/2016,465,3962,1
12/9/2016,466,3964,2
12/10/2016,467,3965,1
12/11/2016,468,3968,3
12/12/2016,469,3971,3
12/13/2016,470,3973,2
12/14/2016,471,3975,2
12/15/2016,472,3975,0
12/16/2016,473,3982,7
12/17/2016,474,3989,7
12/18/2016,475,3995,6
12/19/2016,476,4002,7
12/20/2016,477,4007,5
12/21/2016,478,4012,5
12/22/2016,479,4020,8
12/23/2016,480,4021,1
12/24/2016,481,4028,7
12/25/2016,482,4033,5
12/26/2016,483,4039,6
12/27/2016,484,4044,5
12/28/2016,485,4051,7
12/29/2016,486,4057,6
12/30/2016,487,4063,6
12/31/2016,488,4067,4
1/1/2017,489,4073,6
1/2/2017,490,4077,4
1/3/2017,491,4078,1
1/4/2017,492,4078,0
1/5/2017,493,4085,7
1/6/2017,494,4090,5
1/7/2017,495,4091,1
1/8/2017,496,4091,0
1/9/2017,497,4093,2
1/10/2017,498,4094,1
1/11/2017,499,4097,3
1/12/2017,500,4100,3
1/13/2017,501,4107,7
1/14/2017,502,4114,7
1/15/2017,503,4121,7
1/16/2017,504,4128,7
1/17/2017,505,4134,6
1/18/2017,506,4135,1
1/19/2017,507,4140,5
1/20/2017,508,4144,4
1/21/2017,509,4146,2
1/22/2017,510,4149,3
1/23/2017,511,4154,5
1/24/2017,512,4162,8
1/25/2017,513,4168,6
1/26/2017,514,4176,8
1/27/2017,515,4183,7
1/28/2017,516,4191,8
1/29/2017,517,4198,7
1/30/2017,518,4205,7
1/31/2017,519,4211,6
2/1/2017,520,4212,1
2/2/2017,521,4215,3
2/3/2017,522,4218,3
2/4/2017,523,4221,3
2/5/2017,524,4224,3
2/6/2017,525,4225,1
2/7/2017,526,4226,1
2/8/2017,527,4227,1
2/9/2017,528,4227,0
2/10/2017,529,4235,8
2/11/2017,530,4244,9
2/12/2017,531,4252,8
2/13/2017,532,4259,7
2/14/2017,533,4268,9
2/15/2017,534,4272,4
2/16/2017,535,4281,9
2/17/2017,536,4282,1
2/18/2017,537,4288,6
2/19/2017,538,4290,2
2/20/2017,539,4291,1
2/21/2017,540,4296,5
2/22/2017,541,4305,9
2/23/2017,542,4315,10
2/24/2017,543,4324,9
2/25/2017,544,4332,8
2/26/2017,545,4341,9
2/27/2017,546,4352,11
2/28/2017,547,4363,11
3/1/2017,548,4372,9
3/2/2017,549,4382,10
3/3/2017,550,4391,9
3/4/2017,551,4397,6
3/5/2017,552,4406,9
3/6/2017,553,4412,6
3/7/2017,554,4420,8
3/8/2017,555,4430,10
3/9/2017,556,4439,9
3/10/2017,557,4446,7
3/11/2017,558,4456,10
3/12/2017,559,4466,10
3/13/2017,560,4477,11
3/14/2017,561,4487,10
3/15/2017,562,4495,8
3/16/2017,563,4503,8
3/17/2017,564,4513,10
3/18/2017,565,4520,7
3/19/2017,566,4525,5
3/20/2017,567,4527,2
3/21/2017,568,4538,11
3/22/2017,569,4547,9
3/23/2017,570,4557,10
3/24/2017,571,4558,1
3/25/2017,572,4569,11
3/26/2017,573,4575,6
3/27/2017,574,4586,11
3/28/2017,575,4598,12
3/29/2017,576,4609,11
3/30/2017,577,4621,12
3/31/2017,578,4633,12
4/1/2017,579,4644,11
4/2/2017,580,4656,12
4/3/2017,581,4668,12
4/4/2017,582,4677,9
4/5/2017,583,4685,8
4/6/2017,584,4687,2
4/7/2017,585,4693,6
4/8/2017,586,4704,11
4/9/2017,587,4716,12
4/10/2017,588,4727,11
4/11/2017,589,4731,4
4/12/2017,590,4738,7
4/13/2017,591,4749,11
4/14/2017,592,4761,12
4/15/2017,593,4771,10
4/16/2017,594,4773,2
4/17/2017,595,4776,3
4/18/2017,596,4788,12
4/19/2017,597,4800,12
4/20/2017,598,4812,12
4/21/2017,599,4824,12
4/22/2017,600,4831,7
4/23/2017,601,4843,12
4/24/2017,602,4848,5
4/25/2017,603,4859,11
4/26/2017,604,4863,4
4/27/2017,605,4875,12
4/28/2017,606,4888,13
4/29/2017,607,4901,13
4/30/2017,608,4913,12
5/1/2017,609,4925,12
5/2/2017,610,4937,12
5/3/2017,611,4948,11
5/4/2017,612,4960,12
5/5/2017,613,4973,13
5/6/2017,614,4983,10
5/7/2017,615,4995,12
5/8/2017,616,5008,13
5/9/2017,617,5020,12
5/10/2017,618,5032,12
5/11/2017,619,5043,11
5/12/2017,620,5056,13
5/13/2017,621,5068,12
5/14/2017,622,5082,14
5/15/2017,623,5094,12
5/16/2017,624,5103,9
5/17/2017,625,5116,13
5/18/2017,626,5128,12
5/19/2017,627,5140,12
5/20/2017,628,5152,12
5/21/2017,629,5165,13
5/22/2017,630,5177,12
5/23/2017,631,5190,13
5/24/2017,632,5202,12
5/25/2017,633,5214,12
5/26/2017,634,5222,8
5/27/2017,635,5235,13
5/28/2017,636,5244,9
5/29/2017,637,5251,7
5/30/2017,638,5260,9
5/31/2017,639,5272,12
6/1/2017,640,5284,12
6/2/2017,641,5297,13
6/3/2017,642,5309,12
6/4/2017,643,5322,13
6/5/2017,644,5334,12
6/6/2017,645,5347,13
6/7/2017,646,5355,8
6/8/2017,647,5361,6
6/9/2017,648,5374,13
6/10/2017,649,5387,13
6/11/2017,650,5400,13
6/12/2017,651,5412,12
6/13/2017,652,5424,12
6/14/2017,653,5437,13
6/15/2017,654,5450,13
6/16/2017,655,5462,12
6/17/2017,656,5474,12
6/18/2017,657,5485,11
6/19/2017,658,5497,12
6/20/2017,659,5509,12
6/21/2017,660,5522,13
6/22/2017,661,5534,12
6/23/2017,662,5546,12
6/24/2017,663,5557,11
6/25/2017,664,5569,12
6/26/2017,665,5582,13
6/27/2017,666,5592,10
6/28/2017,667,5603,11
6/29/2017,668,5616,13
6/30/2017,669,5628,12
7/1/2017,670,5641,13
7/2/2017,671,5653,12
7/3/2017,672,5666,13
7/4/2017,673,5680,14
7/5/2017,674,5692,12
7/6/2017,675,5704,12
7/7/2017,676,5716,12
7/8/2017,677,5728,12
7/9/2017,678,5740,12
7/10/2017,679,5752,12
7/11/2017,680,5764,12
7/12/2017,681,5776,12
7/13/2017,682,5789,13
7/14/2017,683,5801,12
7/15/2017,684,5813,12
7/16/2017,685,5824,11
7/17/2017,686,5836,12
7/18/2017,687,5849,13
7/19/2017,688,5861,12
7/20/2017,689,5873,12
7/21/2017,690,5885,12
7/22/2017,691,5897,12
7/23/2017,692,5909,12
7/24/2017,693,5921,12
7/25/2017,694,5933,12
7/26/2017,695,5945,12
7/27/2017,696,5956,11
7/28/2017,697,5969,13
7/29/2017,698,5981,12
7/30/2017,699,5993,12
7/31/2017,700,6006,13
8/1/2017,701,6017,11
8/2/2017,702,6028,11
8/3/2017,703,6034,6
8/4/2017,704,6037,3
8/5/2017,705,6048,11
8/6/2017,706,6060,12
8/7/2017,707,6070,10
8/8/2017,708,6080,10
8/9/2017,709,6084,4
8/10/2017,710,6094,10
8/11/2017,711,6104,10
8/12/2017,712,6113,9
8/13/2017,713,6123,10
8/14/2017,714,6125,2
8/15/2017,715,6135,10
8/16/2017,716,6145,10
8/17/2017,717,6158,13
8/18/2017,718,6169,11
8/19/2017,719,6179,10
8/20/2017,720,6189,10
